,features_string_format
1333,pain ninoy total taning buhay alm cory alam ayan magppnalo
1452,tahimik ganyan lagi
1078,congressional rep bubus jess robredo friday night bubus uwi naga maneho hrs
1344,asan shirt
675,yes ipagbunye
1957,nalugaw
1345,kritiko yang atorfee tagal
1706,paawa lugaw
36,tama maharlika fund
1256,wala lenlen
1376,court appeals decision masunod
674,solid marcos loyalist prin kmi
1848,hindi bigyan chance maka ginagamit tao
1553,dismiss dibah
817,argus
2303,haha good gun salute straight shoot coffin nia
1431,300 keys boncait recto
384,present best christmas gift ever
1095,2028 election
104,solid bbm
2100,wow maisip
1956,maaga kinuha god abnoy bobo umupo gobyerno
1856,lagi pagod mark lutang
409,nanalo bbm kaloob diyos mabuti syang puso totoo hindi mapag imbabaw
756,bbm president
2091,tanong kng buhay kris nyan
1531,dpat isma sbi bumaba asan gunman
323,masyadong visible matutuwid
1604,another pinkwaya butata
941,saang mall
303,tama nagkakamali diyos nagpapatawad
73,yes shes one president president 17th president philippines
706,basta bbm rin magbabago
1049,tsismoso
1816,idol manghihingi pamasahi yun dami donasyon nakuha nong election buong mundo ikotin ubosin
1762,paandar talunan makamove pinklawan
529,shawe nadali kakie
1707,malakas nagkakasakit nang hihina bat malakas tandem
537,bahala dios ......
2349,paawa sus wala kotse imposible nman wala
161,quibiuloy hinde convicted yong sinabe madam kasinungalingan aquino dilawan pamumuno joma ninoy
861,kumita yang pabusbus effect beatification canonization
648,sus ngsyun sana bbm sara malakas
723,enters kayamanan tatay madaling makuha madala dto bansa maitulong nasa mahihirap
140,idol kaso ayaw nang lawyer pera pera
1671,lutang maka move
1657,hindi magtatagumpay
2019,kunti
657,korek
2343,kawawa .... maawa
1390,marcos rin
42,foi bill transparency none gain trust thats answer transparency forms
2338,makalusot
1684,magkariton hindi tatalab eksinahan ganyang artista alam alam tao
1996,flush uli inidoro
472,morning mark merry christmas
993,sakto lods
932,manny withdraw malay bbm nanalo gawing kang sec department water
1343,alcohol cologne nawa palaring manalo
1195,musta mark
571,never mind boss nagpapapansin nlaang hehehe
464,tama lod umaasa
469,enters kayamanan tatay madaling makuha madala dto bansa maitulong nasa mahihirap
170,best christmas gift
1005,parang galaw nia scripted tas nakikitaan authenticity
1062,pnoy wala namang pandemya naisip linisin manila bay
1261,dami
1822,totoo bbm sara nakaka duda soj
2335,hahaha tama pamana mama lyn lyn wala ayos utak ....
1613,pulis reaction hinayaan barilin
1283,subokan magkaalaman
1476,cory law 1987 constitution npa tegi martial law
257,toni gonzaha wla siniraan toni
983,nagpapasikat
1619,hipokrita pakitang tao earth maghintay bus hindi sakayan
1274,meron man agenda whatever good bad respect natin trip
6,god bless mam isiniswalat katotohan hanggat malusog kpa maganda pra mgkaroon enjoy kna peace harmonious family
1167,dumi eijansantos manalili vii monee
1651,bus nka louis vuitton kpwa lokohin bentang benta yang ganyan
2251,anak artistang hinahangaan milat sapul teen ager seniors akalain ganyan ugali napakabait nnay
2201,layo ganda kaptid nyang disiplina
1399,whats soj
254,tama jan kau
2168,dami kuda kabila
1135,hheheheheheh daming pink meron car .... pahiramin ninyo
1728,buti pansine kuda kuda presyo sibuyas kayo talagang millions patawa
2101,bumoto rin marcos rin sangayon pakialaman pundo
1090,please really pbbm right question whats happening real issue leni government system kabaklaan nalang
1850,wow maisip
807,namimis rin nanay huling video kanilan tinuraan gas ibang bansa
328,owner bus
1926,boboto dalawang kumag hihihi
1284,napakagwapo gabby pinagpalit kiko
1773,kayo2x nalang pinklawan
1218,katapat niyan
1766,burn hell nagawa
2202,propaganda ulit wah epec
1815,sakit kris jusko
444,liwanag dilim
75,yahopoo
193,mark keep safe always god bless
65,game
494,god good
2398,ata something kinikilos nakakatawa jan
2227,tanga tanga
1027,bka prank
302,maligayang pasko
2036,tamaan kaluluwa lods
1072,ksp kse
554,yehe sapagkat bbm nakatadhana
2221,"aaminin lalo silang masisira sira ,,, sisirain ala natira"
1424,parang naka lazy boy seat bus
575,masyadong visible matutuwid
1835,anong gawin tatalunin maam sara lol
184,liwanag dilim
131,solid marcos loyalist prin kmi
1352,lumabas totoong nangyari
1316,comment silbi secretary
1401,pambili goyard pambili plane ticket
342,wla mgbabago bbm tlga mgbabago
355,mahigpit yakap forever kakampink
195,nice one lods
516,pinklawan idol 31m umasa support pbbm aspect great country
2021,qualified baba
2028,nonsense aquino
1828,years namuno dilawan nahubaran maskara d30 nagawa tulay ilog
2009,ngparinig nman malapit election
639,enters kayamanan tatay madaling makuha madala dto bansa maitulong nasa mahihirap
2215,magic bang smart magic dilawan anim taon rising tiger asia panot pnoy
944,haha tsaka mostly 31m bomoto mahihirap cla narin nagsabi elite cla mayayaman
875,sniper
236,tama lods
1132,sumakay wala bang nagpicture masa loob bus yun nakavideo nasa loob bus
1437,course tgay bahay
330,salamat tapos mundo
1458,makuha symphathy tao
1954,hypocrisy finest putcha
2155,wala hulog sagot laging nililiko sagot tanong
380,well said
1788,lol adik
2307,dilawan tunay nagpahirap bayan pilit ibinibintang marcos
614,yeppie hep hep hurray !!!
1422,ambot imo
1700,bumoto rin marcos rin sangayon pakialaman pundo
1811,naku sana syang sumanib lutang
2038,ood umaga mark
1990,never khit
461,big yes idol
1713,paandar talunan makamove pinklawan
417,bbm sara solid
293,korek
786,gabby nagmana pati kabaitan suplado
2190,something fishy
1203,congresswoman lagi bus search reason bus
532,started like nkita yun support nmimigay hoodie tshirt bbm sara pocket plus courage
1869,paawa effects
189,big check
1235,"gawin rally ,,, botohan ssunod"
1318,tanong bat gigil gigil kyo knya magbus man habal habal pake
414,tama idol
1482,bambam baembaem
1139,300 greyz miron
790,yeppie hep hep hurray !!!
1067,seryoso lods
994,len len ewan
1017,pakitang tao malayo election
1514,mark merry christmas namamasko
770,pbbm forever
1618,kalokuhan
1799,publicity yang kaawaan netizen
176,true agree parang magic yong kauupo solve agad problema pinas
866,ikahit anong gawin tatalunin maam sara lol
324,idol boxing
1789,pinklawan magnanakaw kamo
1984,ubos ata gala nong eleksyon
230,simpleng buhay gsto nla cla maluhong pamilya kht nging dilg sec asawa commute prin cla anak
1922,yaan muna lods lebri nman managinip
47,nothing wrong transparency bill helps government
1512,kuya rence wala reaction vid mood sampler girls generation
1592,pansinin ksi
1073,himdi siguro masama sumakay bus politiko
430,sinama pulitika showbizpasalamat mas marming bbm supporters nanood movie number movie
1193,sagutin abangan winners !!!
669,nice one lods
59,saya saya
979,yes nakataas kamay
1360,yes umpisan uli pangngampanya house house 2028 election
2192,korek akala bobo rin mamayang pilipino tapos galing tour
948,anong paandar leni malayo elekyon
736,grabe mark realtalk
28,guapo
2110,mapapel kumakagat tao lumang style nkatsinelas
1749,lods aasahan pink sempre lods pinagmanahan ina nika
2079,yesnow burn hell
2127,double dead gawin chopchopin tas sunugin triple dead tuloy
1104,finally kaso gma remembered malungkot gma
1838,babalik nayang sharon gabe wala iiwan nayang kiko
2195,another pinkwaya butata
1496,leni kiko tayong
1923,magkikita kapatid hudas
1701,hypocrite highest level
1704,corykongpanotabnoy aquino magnanakaw corykongpanotabnoy aquino magnanakaw corykongpanotabnoy magnanakaw
1170,savage
182,tama decision vpsara give another chance needs guidance surely hell fine
2294,!!!!! dami tawa dto grabe nmn ayaw magsisuko !!! itulog pbbmvpsara sakalam
704,korek kuya mark nagtataka gingawa nakaupo dami kontra kaloka wala silang magawa puro kontra hays
1792,nanay lenlen wag kaming 32million
1272,auq grabe silaa
1287,kunyare yun
1718,kalabanin dilawan kim jong
1568,emotional damage
545,dol umaasa sayo charot
927,pars kunwari maka masa pakitang tao
370,masyang masaya
705,love love sara
1516,hay another story thesame story ?... booring
2259,pahingi away showing staring lenlen
1161,yes
1462,loko palitan tanung impatso
1722,omg umayos kao pinklawa
1046,makuha simpatiya tao sabihing maka mahirap maka tao
2033,bida lenlen
588,sinab ing road trip bus idol
1767,boss idol pakisabi nman nanay traysikel magpapic parang tunay nasa laylayan
2179,jusmiyo !!!
868,binoto namen buong family bbm kxo dhl kmi nsa abroad ofw kng parents nmn matanda pamangkin nmn mhlig muvi panu
1943,totoo ilang beses namatay ilang buwan patay ulit
683,natin patawarin ibang lahi kababayan natin long live inday sara
1387,kilalaning pamilya yayaman
2095,hirap kayo public bus konsentifor kayo madami magnanakaw gobyerno
102,nabubuhay kampon marcos fake news kasinungalingan
1215,sslubong welcome party knya
2057,hayaan pahirapan susunod maglakad nalang
794,natural secretary dep pinapaalalahan amores wag pabayaan padin aaral
421,tama lodz
758,sinab ing road trip bus idol
1997,wla kotse kampanya early mama lenlen
2031,gun salute herodes joma
1375,anu game
1727,mema yang mema content
1784,pinklawan sigaw sigaw tallano gold kaming 31m supporter pbbm chilax
1807,political wedding ksp
560,merry merry christmas
1168,tunay nanakaw
1854,walanamg maniniwala mgayan idol
1478,.....
1479,bbm binoto hindi nanood sine hindi mahilig manood sine
477,yey !!!
867,senador bambam
291,nku wag awayin dilawan pong dilawan close pbbm ngaun
2264,bayani hum
493,gang huli bbm
2000,mark nasa loob garapon nakakulong kaluluwa makalabas
869,hahahahahahahaha
108,never happy
1953,dilawan tunay nagpahirap bayan pilit ibinibintang marcos
2274,burn hell nagawa
977,anyare manay
587,"magdiwang ,,,"
2107,presidente planeta
1189,edi bus paibang bansa unlimited langoy
2356,hanapan video reveal pasakay bus wla maipapakita
1903,bitter yarn
1887,maka move bitter
2246,europe tour wala pambili plane ticket bicol manila duality
1670,nonsense aquino
2181,yong sundalo pupunta gyera bala
423,hayaan bsta tau proud loyalist
64,best xmas gift ever hehehe
892,nkasunod car bus
1612,kuha sympathy lol
1633,sumanib nlng mama lenlen
2052,political wedding ksp
1505,hehehe sure
455,gun salute binibigay head state
2,owner bus
1085,wla kasing ibang magawa pagkaabalahan
1589,dumagdag diba
157,pogi mark
1374,pang sstraw content
2234,makinig kau mabuti lalo wala alam kuda kuda pwd libre search
2217,real talk tra trabaho bumango pangalan next press election
2391,knowlang alam mong sbhn
1357,tas inday sara kalaban
694,good riddance
1397,atty gadon makapagsasa nyan sayang nanalo honvirus
912,afford trip stay weeks referring personal trips huh
1735,gagawing talk show game show pinas
154,ganda lalaki
2345,bayad buy ayy este banat bay
1267,love country unmask politicians clingssupported cppnpandf withdrawal confidence
389,nagbus pra kunwari simple kono anak aral america patawa aling leni magaling drama
2265,ndi kalevel wag mong ipilit
209,toni gonzaha wla siniraan toni
2304,linyahan talonan lods
1050,mapag usapan
277,gabby nagmana pati kabaitan suplado
132,matalino nakaka intindi sara tao deserve 2nd chance perfect tao
1264,sikat bbm importante sknila
276,wla mgbabago bbm tlga mgbabago
692,present best christmas gift ever
1353,patunay nnanatiling tapat robredo cya wlang ibinulsa
67,magandan xmas gift
1097,tapos presidenteq
2003,kita sundalo sumusunod sakanila wala papalapit babaril bbm parin wag gamitin bbm
1888,sos pati pagka matay pulitika respito nlng sana pamilya namayapa tsk tsk
201,thumbs idol
2295,totoo ilang beses namatay ilang buwan patay ulit
265,toni gonzaha wla siniraan toni
527,thnk lord
1730,usual dilawan pinklawqn madre pari hayss
996,revtax mayor palang pinarada bangkay kumander parago
1197,smb
1485,naghirap naba len2 masamang plano len2
325,bbmsolid
2260,hindi magtatagumpay
2144,dont worry lods abo noynoy hasik lagim
1447,binabalak gawin duterte administration
714,hayaan bsta tau proud loyalist
1669,hay naku photo purpose ....
188,yes bbm sarah solid
1165,correction ndi binoto kakampink
1777,magpakaarun ingnun bisaya
1900,humble effect mama lenlen
1513,pagusapan
1819,knowlang alam mong sbhn
757,solid marcos loyalist prin kmi
849,pinahatid kiko
1827,umaasa hndi maharap magtrabho makahanp gold
2395,sniper yun pla tutukan kitang kita cno pumatay
820,wag nyu pansinin pinapansin lalo magwawala hayaan nyu bata tahan
1305,korek ngabpag umuwi bicol gamit sariling sasakyan ordinaryong tao hindi mayaman
1074,korik
1642,nagpapapansin
1465,ksp bihira cia mapansin
1400,pakitang tao ....
1885,marcos magnanakaw
1793,jusko pagpahingahin pinks mamahinga haha
602,solid pbbm vpsara
288,well said
1941,hay naku photo purpose ....
96,alam pinagdadaanan tao tayong kakamali wag manghusga
278,!.. galing
2368,taga mars
344,pahumble
2182,kaluluwa marcos senior hindi rin matagpuan
1760,hehehe cguro viral
1093,ready love reaction pls
1743,lenlen
310,love song much !!!!! kinda song start yourr day beautiful
2115,lutang maka move
2048,big
1146,ahahahahagahahahahahahahahahahahahahahahahahaahahahahahahahahahahahahaha bambam aquino pota
2353,mas naniniwala kame dating enrille kesa pinklawan
722,nanggaling pension dba kinita investment
1872,makatayo kris tatakbo tama magpagaling nalang sakit
500,proudforever kakampink solid leni
473,sinab ing road trip bus idol
1346,nalang sinisi pangulo hay nako
2012,naloko
1087,hidden agendamas maganda handa next halalan
1627,mapansin hindi napapasin ingay
1525,paandar neto mama lenlen dyosko
486,hope get
1022,woho legit
1204,gravih isko gnun deritsahan tlga .... matter wat still uniteam padin
888,mabilog ulo nasa laylayan loka len len dami hanash masabi sumasabay mahihirap nalang pinagloloko
2188,pinagsasabi pinklawan pinklawsn yellow tards mana mananslo
1144,palaa
2390,nakakatawa
1969,pasalamat kayo naniwala sayo bbm nagbahay bahay naku zero vote
878,wag patulan bro bihay clang bitter makkmove
2185,utot mama lenlen
1331,sanay sanay
961,totoo
812,alam news napa search tuloy
570,thnk lord
891,ibebenta sasakyan
76,liwanag dilim
1300,kawawa kakampink hindi nagbasasa kaso rip
864,syempre pang pakitang tao pra mauto tao
1486,sakit tao pilitin patakbuhin political gain
335,tama lods
90,forever pink
760,maligayang pasko
119,idol mark
80,mark keep safe always god bless
1432,bkt kcnag conclude agad cla mngyyare pano maaus pinas gagawing way suspinangu2nahan gobyerno
2035,nagbabakasyon ibang bansa tapos bubus
1502,unahin emosyon reading comprehension bow
1546,nanay lenlen tell marines
743,well said kakagising idol
612,gwapo kasai papa gabi
1148,comment nalang
26,kmusta mark
2108,goodluck nalang
1606,galawang dilawan mar uminum tubig plato
1723,terrorista joma
1120,pano mapapansin nagbus
710,everybody deserves second chance
2191,lenlen lutang forever
685,galing joke
489,tam jan lods
1240,daig papuntang hours hahqhhqhq
2315,inomka pang patulog
2066,nakaasar media ngyari mendiola massacre pinapalabas ngyari
1844,dating pinas bglang simpleng mamamayan umay sayo leni
1719,sakit
1980,nanay lenlen wag kaming 32million
846,tama effect
508,bbm sara win
1002,wow mark sikat iingit keep safe always
1202,ahahahahha triggered
609,mas magaling ekonimista cong sandro nlng mali
524,best christmas gift ever
781,tama lods
2098,naunanpa kesa enrile
435,owner bus
371,good morning friend
748,nanggaling pension dba kinita investment
976,hirap makipagtalo maxadong matatalino
1080,rence pareact kayyo ready love blackpink pubg
905,nong sinabi per kilo bigas naniwala lenlen bus ayaw maniwala
640,back back negative gdp inflation tinaas dolyar peso inutang noong tinaas gumanda
1419,wala nay magpailad rong panahona
20,ipinapakita safe magtravel pinas prrd pbbm
233,best xmas gift ever hehehe
1388,forda post ata resibo next election
2120,xempre papansin
863,sinama pati paa
50,bbm sara solid
1404,nagtitipid mkita taong bayan short pkitang
1798,mahalaga taumbayan nagawa adminastrasyong aquino puro paninira galit tinuturo taumbayan
1032,bambam aquino realquick
1712,content
226,gun salute binibigay head state
1187,npa parinno permanent address
456,korek
573,idol mark musta naic cavite
258,mark keep safe always god bless
2125,buti maniwala inyo dnila nkita ugali
1348,reanactment video
1769,nasanay lods mapansin nanaman diba
483,tama kayu
2060,ipapahamak kabataan wala poder magulang puro galit nasa puso
542,yes ipagbunye
320,merry merry christmas
61,started like nkita yun support nmimigay hoodie tshirt bbm sara pocket plus courage
768,tama pgsisisi
872,gitna nalang magbenta nalang ice cream
29,hello idol
567,guapo
1945,plastic !!!!
1629,maawa kayo pilipinas
2261,basta inisyal pangalan dalawang matigas ulo
2214,legit ninoy galit marcos mayaman ninoy sadyang mahirap silaw yaman marcos haha
1571,buang
1263,atty case
997,taas dalawang kamay
2039,lost soul
1616,bumalik nanaman pagkabobo lenlen history repeats
708,idol
334,kaway kaway natuwa natuwa
2064,every country martial law dilawan nagpapangit martial law
2378,leo martinez aka robert bumaril
1024,kitam
44,started like nkita yun support nmimigay hoodie tshirt bbm sara pocket plus courage
103,bbm president
1315,pinatulan
1133,kwento
297,wala bang car dba galing vacation abroad tapos bus
1110,alam mass offering churches ..... yun alam nameng assembly
333,well said kakagising idol
843,reaction blackpini ready love
1381,ngpapapansin akala cguro nla mkukuha nla mloloko nla tao sorry laos style basang basa kau
1301,damgo
526,tam jan lods
25,kagabi nakitawalastik btw love hat
484,masyang masaya
438,pahinga nalang
1601,publicity
1958,naku ..... bobo tao ..... halos alam tlga sakit noynoy aquino .....
541,never nagsisi binoto marcos umpisa palang bet yang lenii
1673,inventor
1463,mana mana
870,mgpbuntis angel mgiging masaya buhay sarap pamilya hirap ginhawa buhay
1408,ayaw malubak sasakyan grabe kalsada bicol lalalim lubak
2055,jusko lutang lutang
1275,hahahahaha lenlen
2073,yng tumututol ayw yumaman pilipinas
1269,hahahahhahahaha
1336,ayaw gumamit sasakyan earth plastikan akalain aantay bus hindi waiting area
1794,pansin nay lenlen diba sumakay rin motor mapansin susunud wawalis daan
586,ganda lalaki
496,gun salute binibigay head state
1659,malakas nagkakasakit nang hihina bat malakas tandem
1427,kampanya congress nagcocommute ending picture taking pla pra sabihing nasa laylayan
1960,tama tgnan mukha
965,wag kna umattend idul mane less talk less mistake
2350,issue matagal samagiot deley ata dating
1497,masama martial law meron padin consti cory
427,quibiuloy hinde convicted yong sinabe madam kasinungalingan aquino dilawan pamumuno joma ninoy
777,nagbus pra kunwari simple kono anak aral america patawa aling leni magaling drama
345,game
349,anjan nanaman idol
862,forda drama
1158,count
1313,magmukhang masa kunyari
1285,mendiola video
2237,sigurado nalang boboto
1426,okie lets thing victims mendiola masacre shall
357,tunay liwanag nagdudumilat 31million
1761,gagawa sariling impyerno kukumpitensyahin taning
2018,enough department water lose
2359,papansini nman
2180,kya mahirap tlga magtiwala sknya dhil pakitang tao plagi galawang dilawan
353,gun salute binibigay head state
2118,hehhee maagang pamasko pgka matay
1255,tumama lodz
211,nice one lods
271,god bless maam leni family
712,masyang masaya
2105,malayo eleksyon lutang
1491,atty mang
1678,drama lagenngaround world wlangcar impossible madrama mapag pangap shes fake person
664,korek kuya mark nagtataka gingawa nakaupo dami kontra kaloka wala silang magawa puro kontra hays
391,yey !!!
1599,indi hinatid
1919,hehehe tama hindi yata pilipino
732,yes ipagbunye
840,yes buti
1172,debate
1733,mabubuang jud pinas ganyan
2397,every country martial law dilawan nagpapangit martial law
1951,nasa purgatoryo ata
711,mas makakapahinga bus masmalaki matitipid bus pauwi bicol
1248,masama bill rather timing people behind
1797,bayad buy ayy este banat bay
1539,hello mark
442,hindi batas militar nsa pagbbgo
5,"piro matuturin amoris ,,, dpat boy rin"
2310,wag nakakatawa tlga kau dyos lord never never
903,bwahahahahaahahahahaha bambam aquino gaga
887,puso nanay madaming pagkakamali anak tutulungan tuturuan maka bangon
10,solid bbm
1043,present
543,sisisi nasayang boto pbbm
673,tam jan lods
2287,nalang bahay umuulan lakad nakatapak
2129,jusko iintindihin kris tumakbo ganung hindi magka daugaga sakit unahin magpagaling
1530,yeh
517,idol mark
237,correct convince sara aral tapusin nasimulan
1843,magkariton hindi tatalab eksinahan ganyang artista alam alam tao
1891,naku sana pauwiin pinas bangkay ilibing dun libingan bayani
2063,mabubuang jud pinas ganyan
1981,kayong bumangga pader sara du30
1159,masaya malungkot .... masaya wala founder npa malungkot rrspeto tao
146,"magdiwang ,,,"
485,yey !!!
980,gawlu
1088,sent
2068,ndi basta basta pagplano takes much time kawawa marcoses
407,madaya apektado kabuhayan pilipino
1000,dina lumipad nong araw sana meron video nauntog poster nahulog
1339,nagcelebrate araw martial law nagamit paninira marcos mapwesto
1876,akong nanalo lotto buti nalang tegi bangbang makukuha reward impyerno
906,xmpre pkita tao
134,bbm sara solid
166,grabe mark realtalk
962,pbbm mahilig manuod movie
1672,josko pang naka mapahiya
2238,kawawa .... maawa
943,hahahahahha yowo
972,naubos siguro budget europe trip
2027,mention kapa tanong dimo sinagot basic proud kaba soj hindi hirap sumagot
1434,leni leni poppet
1028,joined facebookangie lita marcelo alcohol cologne
594,nice one idol
1636,dami say tahimik katips nilangaw
1702,hipokrita pakitang tao earth maghintay bus hindi sakayan
1130,tas sama andrea
1503,pinaka malaking nagastos eleksyon imposibleng wala xang natanggap sponsor npa
789,natin patawarin ibang lahi kababayan natin long live inday sara
1138,tiktok
523,correct
819,haahahhahahahahahahahhahahahahahahahahaha ruel
1920,makatayo kris tatakbo tama magpagaling nalang sakit
1548,kabbm sara please follow mas pang videos uniteam
597,nothing wrong transparency bill helps government
1937,ipokrita idol dati mukhang masa
2053,pulis reaction hinayaan barilin
121,idol mark musta naic cavite
418,sumakay bus mananalo susunod eleksyon
2061,wag dyan kayo
2331,slmat nwala sure purgatory
1637,sinuksuk daliri madumi
1459,dumami komedyante nong election
1192,alcohol cologne quickpanalowithbam gonegosyo quickpanalowithgonegosyo
1468,150
1717,luquhon saderi manang saderi manlang ino2
1878,parepareho nmn dilawan
1948,welcome impierno hehehe
1785,galawang dilawan mar uminum tubig plato
143,idol boxing
2275,wala yata qualified
724,idol mark
877,yes lalo maharlika
2198,wala silang ibang maisip
63,well said
1254,pamasko
1924,love idol correct dyan naka lutang
2016,sakitin
2047,boss wala silang isip memasabi gawin namang politika mmff
74,tama maharlika fund
753,solid marcos loyalist prin kmi
1507,atorfee anong kaso
2065,wala bahid fenks
1564,halos wala talagang nanood movie ngaun talagang hirap nagtitipid tao
1691,anong gawin tatalunin maam sara lol
1520,mahal sine daming tipid
1993,magpakaarun ingnun bisaya
1449,atty easy
2232,wala hulog sagot laging nililiko sagot tanong
2045,sniper yun pla tutukan kitang kita cno pumatay
1251,pati jesus galit soc villegas
1083,sure kumukulong tubig masarap sabaw tibola
1600,nagminatay nmn gani kris dadamay
1837,nakawan usapan marcos pambansang magnanakaw pamilya boboem hwag ikahila kasaysayan pinas
589,god bless maam leni family
936,gs2 ata magtry bumyahi bus hindi ginagamit car
1425,boss npa permanent address
1515,try tumakbo bicol manila
2244,hypocrite highest level
1006,nagtaka ganon comment walastik
652,ganda kanta bagay bagay
1070,husg kau magumpisa mnira igalang pagkpanalo
749,liwanag dilim
511,idol mark musta naic cavite
100,true
1166,tao tau naintindihan amores tau
634,tam jan lods
879,hintayin sgutin atty gadon
2375,simpatya malapit eleksyon alam
2171,kakampekpek dyan wag kayo umasa manalo manok
1881,tatay humiga airport bayani amo
2114,lenlen lutang forever
1925,true effect lodi haha tuwang tuwa pink army
1638,bro answer question deym
124,tama lods
1354,uuwi kayo salubungin kayo milyon tao salubungin kayo plus tao welcome
1663,kilala lutang mark
465,tama kayu
871,sumakay nlex
56,salamat tapos mundo
805,nka bus nka abang kanto sasakyan
2386,basta inisyal pangalan dalawang matigas ulo
1493,binoto bbm busy work kya nka panood
2332,kalokuhan
607,nakataas kamay paa nakataas saya !!!
385,basta gumaganda bansa ngayun pbbn
2370,buti pansine kuda kuda presyo sibuyas kayo talagang millions patawa
1047,hahahahahahahhahahahahahahahahahahahahahhahahahahahahahahaha
2229,propaganda ulit wah epec
1774,marcos magnanakaw
356,never nagsisi binoto marcos umpisa palang bet yang lenii
945,guanzon wag paniwalaan ksi ulyanin
196,kaway kaway natuwa natuwa
1180,tanong mahal bilihan ngayo inport ibang bansa sibuyas kinawawa magsasaka pls pakisagot
1232,nio ohh
964,nasa rainbow joma slide2x
1952,way yellowtard
833,bombelya
512,tama jan kau
1917,15k plus totoong tao 31k ghost magician
2225,kakampekpek dyan wag kayo umasa manalo manok
782,everybody deserves second chance
1368,asan proweba ilabas
1309,letter hoping mapili
2119,nakaasar media ngyari mendiola massacre pinapalabas ngyari
678,nanggaling pension dba kinita investment
2334,wala jomasison kapalit galamay
2230,sisihin yun pangatlong pulis tinignan
621,agree 100
1538,self righteous woman without manifestation truth sobrang mapanira mapuri
1666,pumasok politika tas binaril kalang erport
2140,umaasa araw araw lods ayaw nlng magtrabaho maayos puro reklamo
799,pahumble
160,best xmas gift ever hehehe
1949,susunod papatayuan rebulto joma tapos magdeclare holiday calender
1051,seryoso boss patay
697,hnd ppyagan lord pamunuan puso takot dios
1866,tama lodz tiga naga pakitang tao bus picture tama dpat nka vidio terminal terminal
1260,"tama ...,"
1436,todas master mind danding
1038,anong koneksyon movie botante binoto bbm nanuod nanunuod sine kuntento
1582,yes count
1467,"totoo galman pumatay patay galman dalhin dyan tarmac shooting ,,,"
2177,hindi aabot 2028 kris aquino
202,solid bbm
481,foi bill transparency none gain trust thats answer transparency forms
661,idol mark musta naic cavite
369,nanggaling pension dba kinita investment
1370,sapul
1829,middle finger sakin well deserved
2252,yng tumututol ayw yumaman pilipinas
1500,permanent address ksi
1623,propaganda ulit wah epec
1912,sakit
1018,magiging kya 500 ksma magulang
2137,naku lulubog nanaman crisis
14,dol umaasa sayo charot
890,nakakapag balikan tapos pagdating pinas bus
1061,boss nakakatawa
1716,totoo ilang beses namatay ilang buwan patay ulit
940,pelikula nagbabasr ngyon resulta eleksyon
1207,apaka
931,gobyernong tapat ayun kinilig tong alipores supporters
1239,rerent van mas less hustle byahe papuntang bicol
1976,epal max
2324,pagka sinungaling enrile binabaliktad kwento amang mijares media reporter
2313,pumasok politika tas binaril kalang erport
114,correct
2316,pumasok politika tas binaril kalang erport
531,true agree parang magic yong kauupo solve agad problema pinas
525,well said kakagising idol
2291,paawa nman lenlenwla kadala dala
2054,buti pansine kuda kuda presyo sibuyas kayo talagang millions patawa
1200,len len ksp
580,true buti natalo
487,nanggaling pension dba kinita investment
359,yahopoo
290,true buti natalo
1867,wla kotse kampanya early mama lenlen
1511,anong gawin len len khit tricycle manila bicol buti pandesal palaman
178,efficient always
1048,salamat pader
1853,anung nang sambayanang pilipino nlng naten tinatawag tactical alliance evil force
1537,hahahahhahahahqahhahahahhah
1423,nakakamis nanay pang memes
378,nanggaling pension dba kinita investment
583,natin patawarin ibang lahi kababayan natin long live inday sara
1577,hahahahahahahahahahhaahahahaahahaaha
1768,kita sundalo sumusunod sakanila wala papalapit babaril bbm parin wag gamitin bbm
301,tama lods
910,sana pagkawala tuloyan bumalik tahimik pinas
1225,hala nasa moon
873,patay poba haka haka prob poba patay tlaga
1739,much drama !!!!
1845,blurred face dont right post photos zero rights natawa happy pang issue
2130,monster gun salute
1786,yhere dreams
1915,kalokuhan
1438,kaluluwa goma hehehe humiram vanishing cream jerry nwwla joma
544,tama lodz
1445,lol mahlg gala lalo maliliit
788,nanggaling pension dba kinita investment
1859,loko
200,big yes idol
1751,maysakit pano malakas kris ...?
2175,iiyak tlaga guanzong
992,happy halloween
400,solid bbm nasayang
1456,answer 300
264,idol boxing
741,merry merry christmas
1913,plastic nanay len2 hehehe
9,nice idol
1029,hahahah
1556,haysst nanaman iniisip nitong babaeng
3,present best christmas gift ever
1011,kasama 31m ala budget kase mas important pangangana nakaka luwag nmn tumatanggap kind merry chr
803,ibang bansa bongga nsa pinas paawa palagi
72,want christmas
1177,meme paawa effect hay naku naka kulay pink dyan
491,tama mpabyaan aaral
71,saya saya yaho
120,forever pink
1371,iniisip lods
426,great president philippines
1836,pupulutin kayong pinklawan inay taumbayan
1561,sakit pnoy dont tell kasalanan du30 masisi tlga
665,tamoh !!!!
1406,early campaign strategy
564,saya saya yaho
959,grabe kayo
2029,noto dilawan
286,confirm wathdraw manny president antay kayo salute manny hari boxing
2342,ginwa tpos naulit second chances
539,miss kita kuya
343,idol nice see
2372,sincerity nang defender haggard
918,lilinis bahay aabutin boong araw tuloy mpa kinabukasan buong nansa
2206,ndi kalevel wag mong ipilit
207,wow amazing
1985,hoy gising !!!
698,tama boss
206,kmusta mark
1806,nasa purgatoryo ata
1010,madaming ganyan
